title,year,cinema_link,stars, wikipediaLink, sale, duration, year, poster, language
فریاد انسانها, 1349, http://www.cinema-theatre.com/performance_627/فیلم-فریاد-انسانها/,سهیلا ، پروین غفاری ، مصطفی تاجیک ، احمد علی نژاد ، اسداله یکتا ، عباس مهردادیان ، بابک ، عزت اله وثوق ، علی آزاد|,,,,,,
قسمت, 1349, http://www.cinema-theatre.com/performance_628/فیلم-قسمت/,منوچهر وثوق ، نیلوفر ، تقی ظهوری ، هوشنگ بهشتی ، نرسی کرکیا ، جمشید هاشم پور ، لادن|, https://fa.wikipedia.org//wiki/%D9%82%D8%B3%D9%85%D8%AA_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B4%DB%B9), , 90 , 1349, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
قصه شب یلدا, 1349, http://www.cinema-theatre.com/performance_629/فیلم-قصه-شب-یلدا/,عبداله بوتیمار ، نیلوفر ، شیلا ، حمیده خیرآبادی ، لی لی ، آراماییس وارطان یوسفیانس|, https://fa.wikipedia.org//wiki/%D9%82%D8%B5%D9%87_%D8%B4%D8%A8_%DB%8C%D9%84%D8%AF%D8%A7, , 90 , 1349, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
قوز بالا قوز, 1349, http://www.cinema-theatre.com/performance_632/فیلم-قوز-بالا-قوز/,همایون ، نیلوفر ، آراماییس وارطان یوسفیانس ، پیمان ، احمد قدکچیان ، طاهره غفاری ، رفیع حالتی ، گیتا جمالی ، رضا بانکی|, https://fa.wikipedia.org//wiki/%D9%82%D9%88%D8%B2_%D8%A8%D8%A7%D9%84%D8%A7_%D9%82%D9%88%D8%B2, , 90 , 1349, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
قهرمانان, 1349, http://www.cinema-theatre.com/performance_630/فیلم-قهرمانان/,الکه زومر ، استوارت ویتمن ، بهروز وثوقی ، کورت یورگنز ، جیم میچم ، آنوشاوان هاروتیونیان ، همایون بهادران ، امیر جعفری ، حسن رضایی ، لیلا بهاران ، ایران دفتری ، منوچهر نادری|, https://fa.wikipedia.org//wiki/%D9%82%D9%87%D8%B1%D9%85%D8%A7%D9%86%D8%A7%D9%86_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B9%DB%B7%DB%B0), , 90, 1349/1970, https://upload.wikimedia.org/wikipedia/fa/thumb/7/76/The_Invincible_Six.jpg/220px-The_Invincible_Six.jpg, fa
قهرمانان نمی میرند, 1349, http://www.cinema-theatre.com/performance_631/فیلم-قهرمانان-نمی-میرند/,شهین ، فیروز ، حسین گیل ، غلامرضا سرکوب ، علی محزون ، هایک ، شمسی فضل الهی ، فریدون نریمان ، اسداله یکتا|,,,,,,
کمربند زرین, 1349, http://www.cinema-theatre.com/performance_633/فیلم-کمربند-زرین/,سهیلا ، سارا ، هایک ، غلامحسین بهمنیار ، احمد قدکچیان ، عباس مصدق ، صابر آتشین|, https://fa.wikipedia.org//wiki/%DA%A9%D9%85%D8%B1%D8%A8%D9%86%D8%AF_%D8%B2%D8%B1%DB%8C%D9%86_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B4%DB%B9), , 90 , 1349, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
کوچه مردها, 1349, http://www.cinema-theatre.com/performance_634/فیلم-کوچه-مردها/,محمدعلی فردین ، پوری بنایی ، امین امینی ، ایرج قادری ، ثریا بهشتی ، اکبر هاشمی ، محمدتقی کهنمویی ، سیروس شاندرمنی ، نرسی کرکیا ، ایران قادری ، محمود تهرانی ، حسن نورهانی ، علی عسگری ، اشرف کاشانی ، حمیدی|,,,,,,
لیلی و مجنون, 1349, http://www.cinema-theatre.com/performance_635/فیلم-لیلی-و-مجنون/,بهروز وثوقی ، صغری عبیسی ، رضا بیک ایمانوردی ، رفیع حالتی ، ویکتوریا ، اکبر خواجوی ، سیمین غفاری ، آراماییس وارطان یوسفیانس ، همایون ، حبیب اله بلور ، همایون بهادران ، ژاله ، احمد قدکچیان|, https://fa.wikipedia.org//wiki/%D9%84%DB%8C%D9%84%DB%8C_%D9%88_%D9%85%D8%AC%D9%86%D9%88%D9%86_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B4%DB%B9), , 90 , 1349, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
مردی از جنوب شهر, 1349, http://www.cinema-theatre.com/performance_636/فیلم-مردی-از-جنوب-شهر/,محمدعلی فردین ، عبداله بوتیمار ، تقی ظهوری ، فروزان ، علی میری ، مارینا متر ، نادیا ، جهانگیر فروهر ، محسن آراسته ، ماروتیان ، رضا عبدی|, https://fa.wikipedia.org//wiki/%D9%85%D8%B1%D8%AF%DB%8C_%D8%A7%D8%B2_%D8%AC%D9%86%D9%88%D8%A8_%D8%B4%D9%87%D8%B1, , 90 , 1349, https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Mohammad_Ali_Fardin.jpg/100px-Mohammad_Ali_Fardin.jpg, fa
مرید حق, 1349, http://www.cinema-theatre.com/performance_637/فیلم-مرید-حق/,ناصر ملک مطیعی ، شیلا ، کامی کسروی ، غلامحسین بهمنیار ، غلامرضا سرکوب ، ایران قادری ، محمدتقی کهنمویی ، علی زندی ، اشرف کاشانی ، محسن آراسته|, https://fa.wikipedia.org//wiki/%D9%85%D8%B1%DB%8C%D8%AF_%D8%AD%D9%82, , 90 , 1349, https://upload.wikimedia.org/wikipedia/fa/thumb/3/31/Moride_Hagh_Poster.jpg/220px-Moride_Hagh_Poster.jpg, fa
میوه گناه, 1349, http://www.cinema-theatre.com/performance_638/فیلم-میوه-گناه/,جونیت آرکین ، نیلوفر ، علی میری ، داریوش اسدزاده ، جهانگیر غفاری ، مورین ، علی زندی ، منصور متین ، حمیده خیرآبادی ، گیسو ، مرتضی حاج سید احمدی|, https://fa.wikipedia.org//wiki/%D9%85%DB%8C%D9%88%D9%87_%DA%AF%D9%86%D8%A7%D9%87, , 90 , (1971), https://upload.wikimedia.org/wikipedia/fa/thumb/4/43/Ali-miri.jpg/100px-Ali-miri.jpg, fa
نامادری, 1349, http://www.cinema-theatre.com/performance_639/فیلم-نامادری/,جمیله ، لی لی ، محمدرضا فاضلی ، لیلا فروهر ، حسین شاهین ، اکبر جنتی شیرازی ، محمدتقی کهنمویی ، فیروز ، غلامرضا سرکوب|, https://fa.wikipedia.org//wiki/%D9%86%D8%A7%D9%85%D8%A7%D8%AF%D8%B1%DB%8C, , 90 , 1349, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
یاقوت سه چشم, 1349, http://www.cinema-theatre.com/performance_640/فیلم-یاقوت-سه-چشم/,محمدعلی فردین ، آذر شیوا ، ویکتوریا ، محسن مهدوی ، سیمین علی زاده ، عدیله ، مارینا متر ، علی میری ، همایون ، جهانگیر غفاری|, https://fa.wikipedia.org//wiki/%DB%8C%D8%A7%D9%82%D9%88%D8%AA_%D8%B3%D9%87%E2%80%8C%DA%86%D8%B4%D9%85, , 90 , 1349, https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Mohammad_Ali_Fardin.jpg/100px-Mohammad_Ali_Fardin.jpg, fa
آتشپاره شهر, 1350, http://www.cinema-theatre.com/performance_647/فیلم-آتشپاره-شهر/,فروزان ، منوچهر وثوق ، آراماییس وارطان یوسفیانس ، علی میری ، منصور متین ، محسن آراسته ، یدی ، محمد عبدی ، سیمین غفاری ، محسن مهدوی ، فرنگیس فروهر|, https://fa.wikipedia.org//wiki/%D8%A2%D8%AA%D8%B4%D9%BE%D8%A7%D8%B1%D9%87_%D8%B4%D9%87%D8%B1, , 90 , 1350, https://upload.wikimedia.org/wikipedia/fa/thumb/7/73/Atashpareh_shahr_poster.JPG/220px-Atashpareh_shahr_poster.JPG, fa
آدمک, 1350, http://www.cinema-theatre.com/performance_648/فیلم-آدمک/,سیامک دولتشاهی ، زری خوشکام ، فریده صادقیان ، گورک نوربان ، بهروز به نژاد ، پروین دولتشاهی ، میراحمد ایروانلو ، تاجی ، همایونی ، تورج شعبان خانی ، کمال اعتمادی ، چینی لاک ، ژاله علو ، علی ظهیری|, https://fa.wikipedia.org//wiki/%D8%A2%D8%AF%D9%85%DA%A9_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B5%DB%B0), , 109 , 1350, https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Adamak_Khosrow_Haritash_03.jpg/220px-Adamak_Khosrow_Haritash_03.jpg, fa
آزار سرخ, 1350, http://www.cinema-theatre.com/performance_649/فیلم-آزار-سرخ/,علی حبیب زاده ، مهری درستی ، محمد رئیسی ، محمد گیدبری ، رامین پریش|, https://fa.wikipedia.org//wiki/%D8%A2%D8%B2%D8%A7%D8%B1_%D8%B3%D8%B1%D8%AE, , 93, 1350, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
آسمون بی ستاره, 1350, http://www.cinema-theatre.com/performance_650/فیلم-آسمون-بی-ستاره/,فائقه آتشین ، منصور سپهرنیا ، منوچهر وثوق ، شهلا ریاحی ، محمدتقی کهنمویی ، صابر آتشین ، میرمحمد تجدد ، فرهاد حمیدی ، فریدون نریمان ، فرامرز محمودی ، مرتضی حدیقی ، جمشید مشایخی|, https://fa.wikipedia.org//wiki/%D8%A2%D8%B3%D9%85%D9%88%D9%86_%D8%A8%DB%8C%E2%80%8C%D8%B3%D8%AA%D8%A7%D8%B1%D9%87, <div style="padding:0em 0.25em"><span class="nowrap"><a href="/wiki/%D8%B9%D8%B4%D9%82_%D9%88_%D8%AD%D9%85%D8%A7%D9%82%D8%AA" title="`shq w Hmqt">`shq w Hmqt</a> (1340)</span> *  <span class="nowrap"><a href="/wiki/%D8%AF%D8%AE%D8%AA%D8%B1%DB%8C_%D9%81%D8%B1%DB%8C%D8%A7%D8%AF_%D9%85%DB%8C%E2%80%8C%DA%A9%D8%B4%D8%AF" title="dkhtry fryd mykhshd">dkhtry fryd mykhshd</a> (1340)</span> * <span class="nowrap"><a href="/wiki/%D8%AE%D8%A7%D9%86%D9%85_%D8%B9%D9%88%D8%B6%DB%8C_%DA%AF%D8%B1%D9%81%D8%AA%DB%8C%D9%86" title="khnm `wDy grftyn">khnm `wDy grftyn</a> (1340)</span> * <span class="nowrap"><a href="/wiki/%DA%A9%D9%84%DB%8C%D8%AF_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B4%DB%B1)" title="khlyd (fylm 1341)">khlyd</a> (1341)</span> * <span class="nowrap"><a href="/wiki/%DA%A9%D9%84%D8%A7%D9%87%E2%80%8C%D9%85%D8%AE%D9%85%D9%84%DB%8C_(%D9%81%DB%8C%D9%84%D9%85)" title="khlhmkhmly (fylm)">khlhmkhmly (fylm)</a> (1341)</span> * <span class="nowrap"><a href="/wiki/%D8%B2%D9%86_%D8%AF%D8%B4%D9%85%D9%86_%D8%AE%D8%B7%D8%B1%D9%86%D8%A7%DA%A9%DB%8C%D8%B3%D8%AA" title="zn dshmn khTrnkhyst">zn dshmn khTrnkhyst</a> (1341)</span> * <span class="nowrap"><a href="/wiki/%D8%AF%D8%AE%D8%AA%D8%B1%D9%87%D8%A7_%D8%A7%DB%8C%D9%86%D8%B7%D9%88%D8%B1_%D8%AF%D9%88%D8%B3%D8%AA_%D8%AF%D8%A7%D8%B1%D9%86%D8%AF" title="dkhtrh ynTwr dwst drnd">dkhtrh ynTwr dwst drnd</a> (1341)</span> * <span class="nowrap"><a href="/wiki/%D9%88%D8%AD%D8%B4%D8%AA_(%D9%81%DB%8C%D9%84%D9%85)" title="wHsht (fylm)">wHsht</a> (1342)</span> * <span class="nowrap"><a href="/wiki/%D8%B7%D9%84%D8%A7%D9%82_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B4%DB%B2)" title="Tlq (fylm 1342)">Tlq</a> (1342)</span> * <span class="nowrap"><a href="/wiki/%D8%AA%D8%B1%D8%B3_%D9%88_%D8%AA%D8%A7%D8%B1%DB%8C%DA%A9%DB%8C" title="trs w trykhy">trs w trykhy</a> (1342)</span> * <span class="nowrap"><a href="/wiki/%D8%A2%D9%86%E2%80%8C%D9%87%D8%A7_%D8%B2%D9%86%D8%AF%DA%AF%DB%8C_%D8%B1%D8%A7_%D8%AF%D9%88%D8%B3%D8%AA_%D8%AF%D8%A7%D8%B4%D8%AA%D9%86%D8%AF" title="anh zndgy r dwst dshtnd">anh zndgy r dwst dshtnd</a> (1342)</span> * <span class="nowrap"><a href="/wiki/%D8%B9%D8%B1%D9%88%D8%B3_%D9%81%D8%B1%D9%86%DA%AF%DB%8C" title="`rws frngy">`rws frngy</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D8%B3%D9%87_%D8%AA%D9%81%D9%86%DA%AF%D8%AF%D8%A7%D8%B1_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B4%DB%B3)" title="sh tfngdr (fylm 1343)">sh tfngdr</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%DA%86%D9%87%D8%A7%D8%B1_%D8%AA%D8%A7_%D8%B4%DB%8C%D8%B7%D9%88%D9%86" title="chhr t shyTwn">chhr t shyTwn</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D8%AC%D9%87%D9%86%D9%85_%D8%B2%DB%8C%D8%B1_%D9%BE%D8%A7%DB%8C_%D9%85%D9%86" title="jhnm zyr py mn">jhnm zyr py mn</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D8%AC%D8%A7%D9%87%D9%84%E2%80%8C%D9%87%D8%A7_%D9%88_%DA%98%DB%8C%DA%AF%D9%88%D9%84%E2%80%8C%D9%87%D8%A7" title="jhlh w jygwlh">jhlh w jygwlh</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D8%AA%D8%B1%D8%A7%D9%86%D9%87%E2%80%8C%D9%87%D8%A7%DB%8C_%D8%B1%D9%88%D8%B3%D8%AA%D8%A7%D8%A6%DB%8C" title="trnhhy rwsty'y">trnhhy rwsty'y</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D8%A8%D9%86%E2%80%8C%D8%A8%D8%B3%D8%AA_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B4%DB%B3)" title="bnbst (fylm 1343)">bnbst</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D8%A8%D8%A8%D8%B1_%D8%B1%DB%8C%D9%86%DA%AF" title="bbr ryng">bbr ryng</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D9%85%D8%B1%D8%AF%DB%8C_%D8%AF%D8%B1_%D9%82%D9%81%D8%B3" title="mrdy dr qfs">mrdy dr qfs</a> (1344)</span> * <span class="nowrap"><a href="/wiki/%D9%85%D8%B1%D8%AF_%D8%AF%D9%87_%D9%85%DB%8C%D9%84%DB%8C%D9%88%D9%86_%D8%AA%D9%88%D9%85%D8%A7%D9%86%DB%8C" title="mrd dh mylywn , 110 , 1350, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
احساس داغ, 1350, http://www.cinema-theatre.com/performance_641/فیلم-احساس-داغ/,ایرج رستمی ، فائقه آتشین ، ناتاشا ، لرتا ، عباس مهردادیان ، هایک ، ریمیک ، ماروتیان ، اسداله یکتا ، ژاله ، ناهید ، مرزبان ، تبریزی ، دهقان ، حکیمی|, https://fa.wikipedia.org//wiki/%D8%A7%D8%AD%D8%B3%D8%A7%D8%B3_%D8%AF%D8%A7%D8%BA, , 90 , 1350, https://upload.wikimedia.org/wikipedia/fa/thumb/1/12/%D9%BE%D9%88%D8%B3%D8%AA%D8%B1_%D9%81%DB%8C%D9%84%D9%85_%D8%A7%D8%AD%D8%B3%D8%A7%D8%B3_%D8%AF%D8%A7%D8%BA.jpg/220px-%D9%BE%D9%88%D8%B3%D8%AA%D8%B1_%D9%81%DB%8C%D9%84%D9%85_%D8%A7%D8%AD%D8%B3%D8%A7%D8%B3_%D8%AF%D8%A7%D8%BA.jpg, fa
احمد چکمه ای, 1350, http://www.cinema-theatre.com/performance_642/فیلم-احمد-چکمه-ای/,ایلوش ، رضوان ، مصطفی تاجیک ، عزت اله وثوق ، عباس مهردادیان ، حسین اشراق ، اسداله یکتا ، محسن آراسته|,,,,,,
الکلی, 1350, http://www.cinema-theatre.com/performance_643/فیلم-الکلی/,محمدعلی جعفری ، زری خوشکام ، سعید راد ، آزیتا لاچینی ، رفیع حالتی ، ملیحه نصیری ، غلامحسین نقشینه ، ایرج فرشاد ، فرهاد خان محمدی|, https://fa.wikipedia.org//wiki/%D8%A7%D9%84%DA%A9%D9%84%DB%8C_(%D9%81%DB%8C%D9%84%D9%85), , 99 , 1350, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
این گروه زبل, 1350, http://www.cinema-theatre.com/performance_644/فیلم-این-گروه-زبل/,گرشا رئوفی ، منصور سپهرنیا ، فیلیز آکین ، کاوه تبا ، لوسیل ، کاترین ، امیلیا ، محمود تاتار ، جبار ، ازبک ، جهانگیر غفاری|, https://fa.wikipedia.org//wiki/%D8%A7%DB%8C%D9%86_%DA%AF%D8%B1%D9%88%D9%87_%D8%B2%D8%A8%D9%84, <div style="padding:0em 0.25em"><span class="nowrap"><a href="/wiki/%D8%B9%D8%B4%D9%82_%D9%88_%D8%AD%D9%85%D8%A7%D9%82%D8%AA" title="`shq w Hmqt">`shq w Hmqt</a> (1340)</span> *  <span class="nowrap"><a href="/wiki/%D8%AF%D8%AE%D8%AA%D8%B1%DB%8C_%D9%81%D8%B1%DB%8C%D8%A7%D8%AF_%D9%85%DB%8C%E2%80%8C%DA%A9%D8%B4%D8%AF" title="dkhtry fryd mykhshd">dkhtry fryd mykhshd</a> (1340)</span> * <span class="nowrap"><a href="/wiki/%D8%AE%D8%A7%D9%86%D9%85_%D8%B9%D9%88%D8%B6%DB%8C_%DA%AF%D8%B1%D9%81%D8%AA%DB%8C%D9%86" title="khnm `wDy grftyn">khnm `wDy grftyn</a> (1340)</span> * <span class="nowrap"><a href="/wiki/%DA%A9%D9%84%DB%8C%D8%AF_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B4%DB%B1)" title="khlyd (fylm 1341)">khlyd</a> (1341)</span> * <span class="nowrap"><a href="/wiki/%DA%A9%D9%84%D8%A7%D9%87%E2%80%8C%D9%85%D8%AE%D9%85%D9%84%DB%8C_(%D9%81%DB%8C%D9%84%D9%85)" title="khlhmkhmly (fylm)">khlhmkhmly (fylm)</a> (1341)</span> * <span class="nowrap"><a href="/wiki/%D8%B2%D9%86_%D8%AF%D8%B4%D9%85%D9%86_%D8%AE%D8%B7%D8%B1%D9%86%D8%A7%DA%A9%DB%8C%D8%B3%D8%AA" title="zn dshmn khTrnkhyst">zn dshmn khTrnkhyst</a> (1341)</span> * <span class="nowrap"><a href="/wiki/%D8%AF%D8%AE%D8%AA%D8%B1%D9%87%D8%A7_%D8%A7%DB%8C%D9%86%D8%B7%D9%88%D8%B1_%D8%AF%D9%88%D8%B3%D8%AA_%D8%AF%D8%A7%D8%B1%D9%86%D8%AF" title="dkhtrh ynTwr dwst drnd">dkhtrh ynTwr dwst drnd</a> (1341)</span> * <span class="nowrap"><a href="/wiki/%D9%88%D8%AD%D8%B4%D8%AA_(%D9%81%DB%8C%D9%84%D9%85)" title="wHsht (fylm)">wHsht</a> (1342)</span> * <span class="nowrap"><a href="/wiki/%D8%B7%D9%84%D8%A7%D9%82_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B4%DB%B2)" title="Tlq (fylm 1342)">Tlq</a> (1342)</span> * <span class="nowrap"><a href="/wiki/%D8%AA%D8%B1%D8%B3_%D9%88_%D8%AA%D8%A7%D8%B1%DB%8C%DA%A9%DB%8C" title="trs w trykhy">trs w trykhy</a> (1342)</span> * <span class="nowrap"><a href="/wiki/%D8%A2%D9%86%E2%80%8C%D9%87%D8%A7_%D8%B2%D9%86%D8%AF%DA%AF%DB%8C_%D8%B1%D8%A7_%D8%AF%D9%88%D8%B3%D8%AA_%D8%AF%D8%A7%D8%B4%D8%AA%D9%86%D8%AF" title="anh zndgy r dwst dshtnd">anh zndgy r dwst dshtnd</a> (1342)</span> * <span class="nowrap"><a href="/wiki/%D8%B9%D8%B1%D9%88%D8%B3_%D9%81%D8%B1%D9%86%DA%AF%DB%8C" title="`rws frngy">`rws frngy</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D8%B3%D9%87_%D8%AA%D9%81%D9%86%DA%AF%D8%AF%D8%A7%D8%B1_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B4%DB%B3)" title="sh tfngdr (fylm 1343)">sh tfngdr</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%DA%86%D9%87%D8%A7%D8%B1_%D8%AA%D8%A7_%D8%B4%DB%8C%D8%B7%D9%88%D9%86" title="chhr t shyTwn">chhr t shyTwn</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D8%AC%D9%87%D9%86%D9%85_%D8%B2%DB%8C%D8%B1_%D9%BE%D8%A7%DB%8C_%D9%85%D9%86" title="jhnm zyr py mn">jhnm zyr py mn</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D8%AC%D8%A7%D9%87%D9%84%E2%80%8C%D9%87%D8%A7_%D9%88_%DA%98%DB%8C%DA%AF%D9%88%D9%84%E2%80%8C%D9%87%D8%A7" title="jhlh w jygwlh">jhlh w jygwlh</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D8%AA%D8%B1%D8%A7%D9%86%D9%87%E2%80%8C%D9%87%D8%A7%DB%8C_%D8%B1%D9%88%D8%B3%D8%AA%D8%A7%D8%A6%DB%8C" title="trnhhy rwsty'y">trnhhy rwsty'y</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D8%A8%D9%86%E2%80%8C%D8%A8%D8%B3%D8%AA_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B4%DB%B3)" title="bnbst (fylm 1343)">bnbst</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D8%A8%D8%A8%D8%B1_%D8%B1%DB%8C%D9%86%DA%AF" title="bbr ryng">bbr ryng</a> (1343)</span> * <span class="nowrap"><a href="/wiki/%D9%85%D8%B1%D8%AF%DB%8C_%D8%AF%D8%B1_%D9%82%D9%81%D8%B3" title="mrdy dr qfs">mrdy dr qfs</a> (1344)</span> * <span class="nowrap"><a href="/wiki/%D9%85%D8%B1%D8%AF_%D8%AF%D9%87_%D9%85%DB%8C%D9%84%DB%8C%D9%88%D9%86_%D8%AA%D9%88%D9%85%D8%A7%D9%86%DB%8C" title="mrd dh mylywn , 98 , 1350, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Emoji_u1f3a5.svg/30px-Emoji_u1f3a5.svg.png, fa
ایواللّه, 1350, http://www.cinema-theatre.com/performance_645/فیلم-ایواللّه/,نعمت اله آغاسی آزموده ، سیمین غفاری ، لی لی ، نادیا ، جهانگیر فروهر ، فیروز ، علی زندی ، جمشید هاشم پور|,,,,,,
ایوب, 1350, http://www.cinema-theatre.com/performance_646/فیلم-ایوب/,محمدعلی فردین ، فروزان ، رضا بیک ایمانوردی ، عزت اله مقبلی ، ایران دفتری ، احمد قدکچیان ، گیتی فروهر ، ثریا بهشتی|,,,,,,
بابا شمل, 1350, http://www.cinema-theatre.com/performance_651/فیلم-بابا-شمل/,محمدعلی فردین ، فروزان ، همایون ، بهمن مفید ، ثریا بهشتی ، غلامرضا سرکوب ، حمیده خیرآبادی ، مرتضی حاج سید احمدی ، ناصر ملک مطیعی ، رضا بانکی|,,,,,,
باد صبا, 1350, http://www.cinema-theatre.com/performance_652/فیلم-باد-صبا/,,,,,,,
بدنام, 1350, http://www.cinema-theatre.com/performance_653/فیلم-بدنام/,عباس ناظری نیک ، منوچهر وثوق ، طاهره غفاری ، مهری ودادیان ، روح اله مفیدی ، احمد هاشمی ، مهران صدری ، قوامی ، دانایی ، صادق بهرامی|, https://fa.wikipedia.org//wiki/%D8%A8%D8%AF%D9%86%D8%A7%D9%85_(%D9%81%DB%8C%D9%84%D9%85_%DB%B1%DB%B3%DB%B5%DB%B0), , 96 , 1350, https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/%D9%81%D8%B1%D9%88%D8%B2%D8%A7%D9%86_%D9%88_%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D9%88%D8%AB%D9%88%D9%82_%D8%AF%D8%B1_%D9%81%DB%8C%D9%84%D9%85_%D8%A8%D8%AF%D9%86%D8%A7%D9%85.jpg/220px-%D9%81%D8%B1%D9%88%D8%B2%D8%A7%D9%86_%D9%88_%D9%85%D9%86%D9%88%DA%86%D9%87%D8%B1_%D9%88%D8%AB%D9%88%D9%82_%D8%AF%D8%B1_%D9%81%DB%8C%D9%84%D9%85_%D8%A8%D8%AF%D9%86%D8%A7%D9%85.jpg, fa
